phn	cls	pi
AE-OY-NG	DIP	75489
AE-OY-L	DIP	75490
AE-OY-R	DIP	75491
AE-OY-Y	DIP	75492
AE-OY-W	DIP	75493
AE-OY-IY	DIP	75494
AE-OY-IH	DIP	75495
AE-OY-UW	DIP	75496
AE-OY-UH	DIP	75497
AE-OY-EH	DIP	75498
AE-OY-ER	DIP	75499
AE-OY-AO	DIP	75500
AE-OY-AE	DIP	75501
AE-OY-AH	DIP	75502
AE-OY-AA	DIP	75503
AE-OY-EY	DIP	75504
AE-OY-OW	DIP	75505
AE-OY-OY	DIP	75506
AE-OY-AY	DIP	75507
AE-OY-AW	DIP	75508
AH-OY-sta	DIP	75509
AH-OY-stp	DIP	75510
AH-OY-sil	DIP	75511
AH-OY-spn	DIP	75512
AH-OY-P	DIP	75513
AH-OY-T	DIP	75514
AH-OY-K	DIP	75515
AH-OY-B	DIP	75516
AH-OY-D	DIP	75517
AH-OY-G	DIP	75518
AH-OY-CH	DIP	75519
AH-OY-JH	DIP	75520
AH-OY-F	DIP	75521
AH-OY-S	DIP	75522
AH-OY-TH	DIP	75523
AH-OY-SH	DIP	75524
AH-OY-HH	DIP	75525
AH-OY-V	DIP	75526
AH-OY-Z	DIP	75527
AH-OY-DH	DIP	75528
AH-OY-ZH	DIP	75529
AH-OY-M	DIP	75530
AH-OY-N	DIP	75531
AH-OY-NG	DIP	75532
AH-OY-L	DIP	75533
AH-OY-R	DIP	75534
AH-OY-Y	DIP	75535
AH-OY-W	DIP	75536
AH-OY-IY	DIP	75537
AH-OY-IH	DIP	75538
AH-OY-UW	DIP	75539
AH-OY-UH	DIP	75540
AH-OY-EH	DIP	75541
AH-OY-ER	DIP	75542
AH-OY-AO	DIP	75543
AH-OY-AE	DIP	75544
AH-OY-AH	DIP	75545
AH-OY-AA	DIP	75546
AH-OY-EY	DIP	75547
AH-OY-OW	DIP	75548
AH-OY-OY	DIP	75549
AH-OY-AY	DIP	75550
AH-OY-AW	DIP	75551
AA-OY-sta	DIP	75552
AA-OY-stp	DIP	75553
AA-OY-sil	DIP	75554
AA-OY-spn	DIP	75555
AA-OY-P	DIP	75556
AA-OY-T	DIP	75557
AA-OY-K	DIP	75558
AA-OY-B	DIP	75559
AA-OY-D	DIP	75560
AA-OY-G	DIP	75561
AA-OY-CH	DIP	75562
AA-OY-JH	DIP	75563
AA-OY-F	DIP	75564
AA-OY-S	DIP	75565
AA-OY-TH	DIP	75566
AA-OY-SH	DIP	75567
AA-OY-HH	DIP	75568
AA-OY-V	DIP	75569
AA-OY-Z	DIP	75570
AA-OY-DH	DIP	75571
AA-OY-ZH	DIP	75572
AA-OY-M	DIP	75573
AA-OY-N	DIP	75574
AA-OY-NG	DIP	75575
AA-OY-L	DIP	75576
AA-OY-R	DIP	75577
AA-OY-Y	DIP	75578
AA-OY-W	DIP	75579
AA-OY-IY	DIP	75580
AA-OY-IH	DIP	75581
AA-OY-UW	DIP	75582
AA-OY-UH	DIP	75583
AA-OY-EH	DIP	75584
AA-OY-ER	DIP	75585
AA-OY-AO	DIP	75586
AA-OY-AE	DIP	75587
AA-OY-AH	DIP	75588
AA-OY-AA	DIP	75589
AA-OY-EY	DIP	75590
AA-OY-OW	DIP	75591
AA-OY-OY	DIP	75592
AA-OY-AY	DIP	75593
AA-OY-AW	DIP	75594
EY-OY-sta	DIP	75595
EY-OY-stp	DIP	75596
EY-OY-sil	DIP	75597
EY-OY-spn	DIP	75598
EY-OY-P	DIP	75599
EY-OY-T	DIP	75600
EY-OY-K	DIP	75601
EY-OY-B	DIP	75602
EY-OY-D	DIP	75603
EY-OY-G	DIP	75604
EY-OY-CH	DIP	75605
EY-OY-JH	DIP	75606
EY-OY-F	DIP	75607
EY-OY-S	DIP	75608
EY-OY-TH	DIP	75609
EY-OY-SH	DIP	75610
EY-OY-HH	DIP	75611
EY-OY-V	DIP	75612
EY-OY-Z	DIP	75613
EY-OY-DH	DIP	75614
EY-OY-ZH	DIP	75615
EY-OY-M	DIP	75616
EY-OY-N	DIP	75617
EY-OY-NG	DIP	75618
EY-OY-L	DIP	75619
EY-OY-R	DIP	75620
EY-OY-Y	DIP	75621
EY-OY-W	DIP	75622
EY-OY-IY	DIP	75623
EY-OY-IH	DIP	75624
EY-OY-UW	DIP	75625
EY-OY-UH	DIP	75626
EY-OY-EH	DIP	75627
EY-OY-ER	DIP	75628
EY-OY-AO	DIP	75629
EY-OY-AE	DIP	75630
EY-OY-AH	DIP	75631
EY-OY-AA	DIP	75632
EY-OY-EY	DIP	75633
EY-OY-OW	DIP	75634
EY-OY-OY	DIP	75635
EY-OY-AY	DIP	75636
EY-OY-AW	DIP	75637
OW-OY-sta	DIP	75638
OW-OY-stp	DIP	75639
OW-OY-sil	DIP	75640
OW-OY-spn	DIP	75641
OW-OY-P	DIP	75642
OW-OY-T	DIP	75643
OW-OY-K	DIP	75644
OW-OY-B	DIP	75645
OW-OY-D	DIP	75646
OW-OY-G	DIP	75647
OW-OY-CH	DIP	75648
OW-OY-JH	DIP	75649
OW-OY-F	DIP	75650
OW-OY-S	DIP	75651
OW-OY-TH	DIP	75652
OW-OY-SH	DIP	75653
OW-OY-HH	DIP	75654
OW-OY-V	DIP	75655
OW-OY-Z	DIP	75656
OW-OY-DH	DIP	75657
OW-OY-ZH	DIP	75658
OW-OY-M	DIP	75659
OW-OY-N	DIP	75660
OW-OY-NG	DIP	75661
OW-OY-L	DIP	75662
OW-OY-R	DIP	75663
OW-OY-Y	DIP	75664
OW-OY-W	DIP	75665
OW-OY-IY	DIP	75666
OW-OY-IH	DIP	75667
OW-OY-UW	DIP	75668
OW-OY-UH	DIP	75669
OW-OY-EH	DIP	75670
OW-OY-ER	DIP	75671
OW-OY-AO	DIP	75672
OW-OY-AE	DIP	75673
OW-OY-AH	DIP	75674
OW-OY-AA	DIP	75675
OW-OY-EY	DIP	75676
OW-OY-OW	DIP	75677
OW-OY-OY	DIP	75678
OW-OY-AY	DIP	75679
OW-OY-AW	DIP	75680
OY-OY-sta	DIP	75681
OY-OY-stp	DIP	75682
OY-OY-sil	DIP	75683
OY-OY-spn	DIP	75684
OY-OY-P	DIP	75685
OY-OY-T	DIP	75686
OY-OY-K	DIP	75687
OY-OY-B	DIP	75688
OY-OY-D	DIP	75689
OY-OY-G	DIP	75690
OY-OY-CH	DIP	75691
OY-OY-JH	DIP	75692
OY-OY-F	DIP	75693
OY-OY-S	DIP	75694
OY-OY-TH	DIP	75695
OY-OY-SH	DIP	75696
OY-OY-HH	DIP	75697
OY-OY-V	DIP	75698
OY-OY-Z	DIP	75699
OY-OY-DH	DIP	75700
OY-OY-ZH	DIP	75701
OY-OY-M	DIP	75702
OY-OY-N	DIP	75703
OY-OY-NG	DIP	75704
OY-OY-L	DIP	75705
OY-OY-R	DIP	75706
OY-OY-Y	DIP	75707
OY-OY-W	DIP	75708
OY-OY-IY	DIP	75709
OY-OY-IH	DIP	75710
OY-OY-UW	DIP	75711
OY-OY-UH	DIP	75712
OY-OY-EH	DIP	75713
OY-OY-ER	DIP	75714
OY-OY-AO	DIP	75715
OY-OY-AE	DIP	75716
OY-OY-AH	DIP	75717
OY-OY-AA	DIP	75718
OY-OY-EY	DIP	75719
OY-OY-OW	DIP	75720
OY-OY-OY	DIP	75721
OY-OY-AY	DIP	75722
OY-OY-AW	DIP	75723
AY-OY-sta	DIP	75724
AY-OY-stp	DIP	75725
AY-OY-sil	DIP	75726
AY-OY-spn	DIP	75727
AY-OY-P	DIP	75728
AY-OY-T	DIP	75729
AY-OY-K	DIP	75730
AY-OY-B	DIP	75731
AY-OY-D	DIP	75732
AY-OY-G	DIP	75733
AY-OY-CH	DIP	75734
AY-OY-JH	DIP	75735
AY-OY-F	DIP	75736
AY-OY-S	DIP	75737
AY-OY-TH	DIP	75738
AY-OY-SH	DIP	75739
AY-OY-HH	DIP	75740
AY-OY-V	DIP	75741
AY-OY-Z	DIP	75742
AY-OY-DH	DIP	75743
AY-OY-ZH	DIP	75744
AY-OY-M	DIP	75745
AY-OY-N	DIP	75746
AY-OY-NG	DIP	75747
AY-OY-L	DIP	75748
AY-OY-R	DIP	75749
AY-OY-Y	DIP	75750
AY-OY-W	DIP	75751
AY-OY-IY	DIP	75752
AY-OY-IH	DIP	75753
AY-OY-UW	DIP	75754
AY-OY-UH	DIP	75755
AY-OY-EH	DIP	75756
AY-OY-ER	DIP	75757
AY-OY-AO	DIP	75758
AY-OY-AE	DIP	75759
AY-OY-AH	DIP	75760
AY-OY-AA	DIP	75761
AY-OY-EY	DIP	75762
AY-OY-OW	DIP	75763
AY-OY-OY	DIP	75764
AY-OY-AY	DIP	75765
AY-OY-AW	DIP	75766
AW-OY-sta	DIP	75767
AW-OY-stp	DIP	75768
AW-OY-sil	DIP	75769
AW-OY-spn	DIP	75770
AW-OY-P	DIP	75771
AW-OY-T	DIP	75772
AW-OY-K	DIP	75773
AW-OY-B	DIP	75774
AW-OY-D	DIP	75775
AW-OY-G	DIP	75776
AW-OY-CH	DIP	75777
AW-OY-JH	DIP	75778
AW-OY-F	DIP	75779
AW-OY-S	DIP	75780
AW-OY-TH	DIP	75781
AW-OY-SH	DIP	75782
AW-OY-HH	DIP	75783
AW-OY-V	DIP	75784
AW-OY-Z	DIP	75785
AW-OY-DH	DIP	75786
AW-OY-ZH	DIP	75787
AW-OY-M	DIP	75788
AW-OY-N	DIP	75789
AW-OY-NG	DIP	75790
AW-OY-L	DIP	75791
AW-OY-R	DIP	75792
AW-OY-Y	DIP	75793
AW-OY-W	DIP	75794
AW-OY-IY	DIP	75795
AW-OY-IH	DIP	75796
AW-OY-UW	DIP	75797
AW-OY-UH	DIP	75798
AW-OY-EH	DIP	75799
AW-OY-ER	DIP	75800
AW-OY-AO	DIP	75801
AW-OY-AE	DIP	75802
AW-OY-AH	DIP	75803
AW-OY-AA	DIP	75804
AW-OY-EY	DIP	75805
AW-OY-OW	DIP	75806
AW-OY-OY	DIP	75807
AW-OY-AY	DIP	75808
AW-OY-AW	DIP	75809
sta-AY-sta	DIP	75810
sta-AY-stp	DIP	75811
sta-AY-sil	DIP	75812
sta-AY-spn	DIP	75813
sta-AY-P	DIP	75814
sta-AY-T	DIP	75815
sta-AY-K	DIP	75816
sta-AY-B	DIP	75817
sta-AY-D	DIP	75818
sta-AY-G	DIP	75819
sta-AY-CH	DIP	75820
sta-AY-JH	DIP	75821
sta-AY-F	DIP	75822
sta-AY-S	DIP	75823
sta-AY-TH	DIP	75824
sta-AY-SH	DIP	75825
sta-AY-HH	DIP	75826
sta-AY-V	DIP	75827
sta-AY-Z	DIP	75828
sta-AY-DH	DIP	75829
sta-AY-ZH	DIP	75830
sta-AY-M	DIP	75831
sta-AY-N	DIP	75832
sta-AY-NG	DIP	75833
sta-AY-L	DIP	75834
sta-AY-R	DIP	75835
sta-AY-Y	DIP	75836
sta-AY-W	DIP	75837
sta-AY-IY	DIP	75838
sta-AY-IH	DIP	75839
sta-AY-UW	DIP	75840
sta-AY-UH	DIP	75841
sta-AY-EH	DIP	75842
sta-AY-ER	DIP	75843
sta-AY-AO	DIP	75844
sta-AY-AE	DIP	75845
sta-AY-AH	DIP	75846
sta-AY-AA	DIP	75847
sta-AY-EY	DIP	75848
sta-AY-OW	DIP	75849
sta-AY-OY	DIP	75850
sta-AY-AY	DIP	75851
sta-AY-AW	DIP	75852
stp-AY-sta	DIP	75853
stp-AY-stp	DIP	75854
stp-AY-sil	DIP	75855
stp-AY-spn	DIP	75856
stp-AY-P	DIP	75857
stp-AY-T	DIP	75858
stp-AY-K	DIP	75859
stp-AY-B	DIP	75860
stp-AY-D	DIP	75861
stp-AY-G	DIP	75862
stp-AY-CH	DIP	75863
stp-AY-JH	DIP	75864
stp-AY-F	DIP	75865
stp-AY-S	DIP	75866
stp-AY-TH	DIP	75867
stp-AY-SH	DIP	75868
stp-AY-HH	DIP	75869
stp-AY-V	DIP	75870
stp-AY-Z	DIP	75871
stp-AY-DH	DIP	75872
stp-AY-ZH	DIP	75873
stp-AY-M	DIP	75874
stp-AY-N	DIP	75875
stp-AY-NG	DIP	75876
stp-AY-L	DIP	75877
stp-AY-R	DIP	75878
stp-AY-Y	DIP	75879
stp-AY-W	DIP	75880
stp-AY-IY	DIP	75881
stp-AY-IH	DIP	75882
stp-AY-UW	DIP	75883
stp-AY-UH	DIP	75884
stp-AY-EH	DIP	75885
stp-AY-ER	DIP	75886
stp-AY-AO	DIP	75887
stp-AY-AE	DIP	75888
stp-AY-AH	DIP	75889
stp-AY-AA	DIP	75890
stp-AY-EY	DIP	75891
stp-AY-OW	DIP	75892
stp-AY-OY	DIP	75893
stp-AY-AY	DIP	75894
stp-AY-AW	DIP	75895
sil-AY-sta	DIP	75896
sil-AY-stp	DIP	75897
sil-AY-sil	DIP	75898
sil-AY-spn	DIP	75899
sil-AY-P	DIP	75900
sil-AY-T	DIP	75901
sil-AY-K	DIP	75902
sil-AY-B	DIP	75903
sil-AY-D	DIP	75904
sil-AY-G	DIP	75905
sil-AY-CH	DIP	75906
sil-AY-JH	DIP	75907
sil-AY-F	DIP	75908
sil-AY-S	DIP	75909
sil-AY-TH	DIP	75910
sil-AY-SH	DIP	75911
sil-AY-HH	DIP	75912
sil-AY-V	DIP	75913
sil-AY-Z	DIP	75914
sil-AY-DH	DIP	75915
sil-AY-ZH	DIP	75916
sil-AY-M	DIP	75917
sil-AY-N	DIP	75918
sil-AY-NG	DIP	75919
sil-AY-L	DIP	75920
sil-AY-R	DIP	75921
sil-AY-Y	DIP	75922
sil-AY-W	DIP	75923
sil-AY-IY	DIP	75924
sil-AY-IH	DIP	75925
sil-AY-UW	DIP	75926
sil-AY-UH	DIP	75927
sil-AY-EH	DIP	75928
sil-AY-ER	DIP	75929
sil-AY-AO	DIP	75930
sil-AY-AE	DIP	75931
sil-AY-AH	DIP	75932
sil-AY-AA	DIP	75933
sil-AY-EY	DIP	75934
sil-AY-OW	DIP	75935
sil-AY-OY	DIP	75936
sil-AY-AY	DIP	75937
sil-AY-AW	DIP	75938
spn-AY-sta	DIP	75939
spn-AY-stp	DIP	75940
spn-AY-sil	DIP	75941
spn-AY-spn	DIP	75942
spn-AY-P	DIP	75943
spn-AY-T	DIP	75944
spn-AY-K	DIP	75945
spn-AY-B	DIP	75946
spn-AY-D	DIP	75947
spn-AY-G	DIP	75948
spn-AY-CH	DIP	75949
spn-AY-JH	DIP	75950
spn-AY-F	DIP	75951
spn-AY-S	DIP	75952
spn-AY-TH	DIP	75953
spn-AY-SH	DIP	75954
spn-AY-HH	DIP	75955
spn-AY-V	DIP	75956
spn-AY-Z	DIP	75957
spn-AY-DH	DIP	75958
spn-AY-ZH	DIP	75959
spn-AY-M	DIP	75960
spn-AY-N	DIP	75961
spn-AY-NG	DIP	75962
spn-AY-L	DIP	75963
spn-AY-R	DIP	75964
spn-AY-Y	DIP	75965
spn-AY-W	DIP	75966
spn-AY-IY	DIP	75967
spn-AY-IH	DIP	75968
spn-AY-UW	DIP	75969
spn-AY-UH	DIP	75970
spn-AY-EH	DIP	75971
spn-AY-ER	DIP	75972
spn-AY-AO	DIP	75973
spn-AY-AE	DIP	75974
spn-AY-AH	DIP	75975
spn-AY-AA	DIP	75976
spn-AY-EY	DIP	75977
spn-AY-OW	DIP	75978
spn-AY-OY	DIP	75979
spn-AY-AY	DIP	75980
spn-AY-AW	DIP	75981
P-AY-sta	DIP	75982
P-AY-stp	DIP	75983
P-AY-sil	DIP	75984
P-AY-spn	DIP	75985
P-AY-P	DIP	75986
P-AY-T	DIP	75987
P-AY-K	DIP	75988
P-AY-B	DIP	75989
P-AY-D	DIP	75990
P-AY-G	DIP	75991
P-AY-CH	DIP	75992
P-AY-JH	DIP	75993
P-AY-F	DIP	75994
P-AY-S	DIP	75995
P-AY-TH	DIP	75996
P-AY-SH	DIP	75997
P-AY-HH	DIP	75998
P-AY-V	DIP	75999
P-AY-Z	DIP	76000
P-AY-DH	DIP	76001
P-AY-ZH	DIP	76002
P-AY-M	DIP	76003
P-AY-N	DIP	76004
P-AY-NG	DIP	76005
P-AY-L	DIP	76006
P-AY-R	DIP	76007
P-AY-Y	DIP	76008
P-AY-W	DIP	76009
P-AY-IY	DIP	76010
P-AY-IH	DIP	76011
P-AY-UW	DIP	76012
P-AY-UH	DIP	76013
P-AY-EH	DIP	76014
P-AY-ER	DIP	76015
P-AY-AO	DIP	76016
P-AY-AE	DIP	76017
P-AY-AH	DIP	76018
P-AY-AA	DIP	76019
P-AY-EY	DIP	76020
P-AY-OW	DIP	76021
P-AY-OY	DIP	76022
P-AY-AY	DIP	76023
P-AY-AW	DIP	76024
T-AY-sta	DIP	76025
T-AY-stp	DIP	76026
T-AY-sil	DIP	76027
T-AY-spn	DIP	76028
T-AY-P	DIP	76029
T-AY-T	DIP	76030
T-AY-K	DIP	76031
T-AY-B	DIP	76032
T-AY-D	DIP	76033
T-AY-G	DIP	76034
T-AY-CH	DIP	76035
T-AY-JH	DIP	76036
T-AY-F	DIP	76037
T-AY-S	DIP	76038
T-AY-TH	DIP	76039
T-AY-SH	DIP	76040
T-AY-HH	DIP	76041
T-AY-V	DIP	76042
T-AY-Z	DIP	76043
T-AY-DH	DIP	76044
T-AY-ZH	DIP	76045
T-AY-M	DIP	76046
T-AY-N	DIP	76047
T-AY-NG	DIP	76048
T-AY-L	DIP	76049
T-AY-R	DIP	76050
T-AY-Y	DIP	76051
T-AY-W	DIP	76052
T-AY-IY	DIP	76053
T-AY-IH	DIP	76054
T-AY-UW	DIP	76055
T-AY-UH	DIP	76056
T-AY-EH	DIP	76057
T-AY-ER	DIP	76058
T-AY-AO	DIP	76059
T-AY-AE	DIP	76060
T-AY-AH	DIP	76061
T-AY-AA	DIP	76062
T-AY-EY	DIP	76063
T-AY-OW	DIP	76064
T-AY-OY	DIP	76065
T-AY-AY	DIP	76066
T-AY-AW	DIP	76067
K-AY-sta	DIP	76068
K-AY-stp	DIP	76069
K-AY-sil	DIP	76070
K-AY-spn	DIP	76071
K-AY-P	DIP	76072
K-AY-T	DIP	76073
K-AY-K	DIP	76074
K-AY-B	DIP	76075
K-AY-D	DIP	76076
K-AY-G	DIP	76077
K-AY-CH	DIP	76078
K-AY-JH	DIP	76079
K-AY-F	DIP	76080
K-AY-S	DIP	76081
K-AY-TH	DIP	76082
K-AY-SH	DIP	76083
K-AY-HH	DIP	76084
K-AY-V	DIP	76085
K-AY-Z	DIP	76086
K-AY-DH	DIP	76087
K-AY-ZH	DIP	76088
K-AY-M	DIP	76089
K-AY-N	DIP	76090
K-AY-NG	DIP	76091
K-AY-L	DIP	76092
K-AY-R	DIP	76093
K-AY-Y	DIP	76094
K-AY-W	DIP	76095
K-AY-IY	DIP	76096
K-AY-IH	DIP	76097
K-AY-UW	DIP	76098
K-AY-UH	DIP	76099
K-AY-EH	DIP	76100
K-AY-ER	DIP	76101
K-AY-AO	DIP	76102
K-AY-AE	DIP	76103
K-AY-AH	DIP	76104
K-AY-AA	DIP	76105
K-AY-EY	DIP	76106
K-AY-OW	DIP	76107
K-AY-OY	DIP	76108
K-AY-AY	DIP	76109
K-AY-AW	DIP	76110
B-AY-sta	DIP	76111
B-AY-stp	DIP	76112
B-AY-sil	DIP	76113
B-AY-spn	DIP	76114
B-AY-P	DIP	76115
B-AY-T	DIP	76116
B-AY-K	DIP	76117
B-AY-B	DIP	76118
B-AY-D	DIP	76119
B-AY-G	DIP	76120
B-AY-CH	DIP	76121
B-AY-JH	DIP	76122
B-AY-F	DIP	76123
B-AY-S	DIP	76124
B-AY-TH	DIP	76125
B-AY-SH	DIP	76126
B-AY-HH	DIP	76127
B-AY-V	DIP	76128
B-AY-Z	DIP	76129
B-AY-DH	DIP	76130
B-AY-ZH	DIP	76131
B-AY-M	DIP	76132
B-AY-N	DIP	76133
B-AY-NG	DIP	76134
B-AY-L	DIP	76135
B-AY-R	DIP	76136
B-AY-Y	DIP	76137
B-AY-W	DIP	76138
B-AY-IY	DIP	76139
B-AY-IH	DIP	76140
B-AY-UW	DIP	76141
B-AY-UH	DIP	76142
B-AY-EH	DIP	76143
B-AY-ER	DIP	76144
B-AY-AO	DIP	76145
B-AY-AE	DIP	76146
B-AY-AH	DIP	76147
B-AY-AA	DIP	76148
B-AY-EY	DIP	76149
B-AY-OW	DIP	76150
B-AY-OY	DIP	76151
B-AY-AY	DIP	76152
B-AY-AW	DIP	76153
D-AY-sta	DIP	76154
D-AY-stp	DIP	76155
D-AY-sil	DIP	76156
D-AY-spn	DIP	76157
D-AY-P	DIP	76158
D-AY-T	DIP	76159
D-AY-K	DIP	76160
D-AY-B	DIP	76161
D-AY-D	DIP	76162
D-AY-G	DIP	76163
D-AY-CH	DIP	76164
D-AY-JH	DIP	76165
D-AY-F	DIP	76166
D-AY-S	DIP	76167
D-AY-TH	DIP	76168
D-AY-SH	DIP	76169
D-AY-HH	DIP	76170
D-AY-V	DIP	76171
D-AY-Z	DIP	76172
D-AY-DH	DIP	76173
D-AY-ZH	DIP	76174
D-AY-M	DIP	76175
D-AY-N	DIP	76176
D-AY-NG	DIP	76177
D-AY-L	DIP	76178
D-AY-R	DIP	76179
D-AY-Y	DIP	76180
D-AY-W	DIP	76181
D-AY-IY	DIP	76182
D-AY-IH	DIP	76183
D-AY-UW	DIP	76184
D-AY-UH	DIP	76185
D-AY-EH	DIP	76186
D-AY-ER	DIP	76187
D-AY-AO	DIP	76188
D-AY-AE	DIP	76189
D-AY-AH	DIP	76190
D-AY-AA	DIP	76191
D-AY-EY	DIP	76192
D-AY-OW	DIP	76193
D-AY-OY	DIP	76194
D-AY-AY	DIP	76195
D-AY-AW	DIP	76196
G-AY-sta	DIP	76197
G-AY-stp	DIP	76198
G-AY-sil	DIP	76199
G-AY-spn	DIP	76200
G-AY-P	DIP	76201
G-AY-T	DIP	76202
G-AY-K	DIP	76203
G-AY-B	DIP	76204
G-AY-D	DIP	76205
G-AY-G	DIP	76206
G-AY-CH	DIP	76207
G-AY-JH	DIP	76208
G-AY-F	DIP	76209
G-AY-S	DIP	76210
G-AY-TH	DIP	76211
G-AY-SH	DIP	76212
G-AY-HH	DIP	76213
G-AY-V	DIP	76214
G-AY-Z	DIP	76215
G-AY-DH	DIP	76216
G-AY-ZH	DIP	76217
G-AY-M	DIP	76218
G-AY-N	DIP	76219
G-AY-NG	DIP	76220
G-AY-L	DIP	76221
G-AY-R	DIP	76222
G-AY-Y	DIP	76223
G-AY-W	DIP	76224
G-AY-IY	DIP	76225
G-AY-IH	DIP	76226
G-AY-UW	DIP	76227
G-AY-UH	DIP	76228
G-AY-EH	DIP	76229
G-AY-ER	DIP	76230
G-AY-AO	DIP	76231
G-AY-AE	DIP	76232
G-AY-AH	DIP	76233
G-AY-AA	DIP	76234
G-AY-EY	DIP	76235
G-AY-OW	DIP	76236
G-AY-OY	DIP	76237
G-AY-AY	DIP	76238
G-AY-AW	DIP	76239
CH-AY-sta	DIP	76240
CH-AY-stp	DIP	76241
CH-AY-sil	DIP	76242
CH-AY-spn	DIP	76243
CH-AY-P	DIP	76244
CH-AY-T	DIP	76245
CH-AY-K	DIP	76246
CH-AY-B	DIP	76247
CH-AY-D	DIP	76248
CH-AY-G	DIP	76249
CH-AY-CH	DIP	76250
CH-AY-JH	DIP	76251
CH-AY-F	DIP	76252
CH-AY-S	DIP	76253
CH-AY-TH	DIP	76254
CH-AY-SH	DIP	76255
CH-AY-HH	DIP	76256
CH-AY-V	DIP	76257
CH-AY-Z	DIP	76258
CH-AY-DH	DIP	76259
CH-AY-ZH	DIP	76260
CH-AY-M	DIP	76261
CH-AY-N	DIP	76262
CH-AY-NG	DIP	76263
CH-AY-L	DIP	76264
CH-AY-R	DIP	76265
CH-AY-Y	DIP	76266
CH-AY-W	DIP	76267
CH-AY-IY	DIP	76268
CH-AY-IH	DIP	76269
CH-AY-UW	DIP	76270
CH-AY-UH	DIP	76271
CH-AY-EH	DIP	76272
CH-AY-ER	DIP	76273
CH-AY-AO	DIP	76274
CH-AY-AE	DIP	76275
CH-AY-AH	DIP	76276
CH-AY-AA	DIP	76277
CH-AY-EY	DIP	76278
CH-AY-OW	DIP	76279
CH-AY-OY	DIP	76280
CH-AY-AY	DIP	76281
CH-AY-AW	DIP	76282
JH-AY-sta	DIP	76283
JH-AY-stp	DIP	76284
JH-AY-sil	DIP	76285
JH-AY-spn	DIP	76286
JH-AY-P	DIP	76287
JH-AY-T	DIP	76288
JH-AY-K	DIP	76289
JH-AY-B	DIP	76290
JH-AY-D	DIP	76291
JH-AY-G	DIP	76292
JH-AY-CH	DIP	76293
JH-AY-JH	DIP	76294
JH-AY-F	DIP	76295
JH-AY-S	DIP	76296
JH-AY-TH	DIP	76297
JH-AY-SH	DIP	76298
JH-AY-HH	DIP	76299
JH-AY-V	DIP	76300
JH-AY-Z	DIP	76301
JH-AY-DH	DIP	76302
JH-AY-ZH	DIP	76303
JH-AY-M	DIP	76304
JH-AY-N	DIP	76305
JH-AY-NG	DIP	76306
JH-AY-L	DIP	76307
JH-AY-R	DIP	76308
JH-AY-Y	DIP	76309
JH-AY-W	DIP	76310
JH-AY-IY	DIP	76311
JH-AY-IH	DIP	76312
JH-AY-UW	DIP	76313
JH-AY-UH	DIP	76314
JH-AY-EH	DIP	76315
JH-AY-ER	DIP	76316
JH-AY-AO	DIP	76317
JH-AY-AE	DIP	76318
JH-AY-AH	DIP	76319
JH-AY-AA	DIP	76320
JH-AY-EY	DIP	76321
JH-AY-OW	DIP	76322
JH-AY-OY	DIP	76323
JH-AY-AY	DIP	76324
JH-AY-AW	DIP	76325
F-AY-sta	DIP	76326
F-AY-stp	DIP	76327
F-AY-sil	DIP	76328
F-AY-spn	DIP	76329
F-AY-P	DIP	76330
F-AY-T	DIP	76331
F-AY-K	DIP	76332
F-AY-B	DIP	76333
F-AY-D	DIP	76334
F-AY-G	DIP	76335
F-AY-CH	DIP	76336
F-AY-JH	DIP	76337
F-AY-F	DIP	76338
F-AY-S	DIP	76339
F-AY-TH	DIP	76340
F-AY-SH	DIP	76341
F-AY-HH	DIP	76342
F-AY-V	DIP	76343
F-AY-Z	DIP	76344
F-AY-DH	DIP	76345
F-AY-ZH	DIP	76346
F-AY-M	DIP	76347
F-AY-N	DIP	76348
F-AY-NG	DIP	76349
F-AY-L	DIP	76350
F-AY-R	DIP	76351
F-AY-Y	DIP	76352
F-AY-W	DIP	76353
F-AY-IY	DIP	76354
F-AY-IH	DIP	76355
F-AY-UW	DIP	76356
F-AY-UH	DIP	76357
F-AY-EH	DIP	76358
F-AY-ER	DIP	76359
F-AY-AO	DIP	76360
F-AY-AE	DIP	76361
F-AY-AH	DIP	76362
F-AY-AA	DIP	76363
F-AY-EY	DIP	76364
F-AY-OW	DIP	76365
F-AY-OY	DIP	76366
F-AY-AY	DIP	76367
F-AY-AW	DIP	76368
S-AY-sta	DIP	76369
S-AY-stp	DIP	76370
S-AY-sil	DIP	76371
S-AY-spn	DIP	76372
S-AY-P	DIP	76373
S-AY-T	DIP	76374
S-AY-K	DIP	76375
S-AY-B	DIP	76376
S-AY-D	DIP	76377
S-AY-G	DIP	76378
S-AY-CH	DIP	76379
S-AY-JH	DIP	76380
S-AY-F	DIP	76381
S-AY-S	DIP	76382
S-AY-TH	DIP	76383
S-AY-SH	DIP	76384
S-AY-HH	DIP	76385
S-AY-V	DIP	76386
S-AY-Z	DIP	76387
S-AY-DH	DIP	76388
S-AY-ZH	DIP	76389
S-AY-M	DIP	76390
S-AY-N	DIP	76391
S-AY-NG	DIP	76392
S-AY-L	DIP	76393
S-AY-R	DIP	76394
S-AY-Y	DIP	76395
S-AY-W	DIP	76396
S-AY-IY	DIP	76397
S-AY-IH	DIP	76398
S-AY-UW	DIP	76399
S-AY-UH	DIP	76400
